id,group_id,breeding,children,dob,kill_weight,name,visual_ids_history,registration_status,related_meat_labels,is_castrated,is_male,pedigree,sire_is_pedigree,sire_studs,stud_sired_id,visual_id,dam_id,sire_id,description,breed_society_registration,e_id,passport_number,dead_at,owners_history,owner_id,animal_type_id,e_ids_history,is_pedigree,link_to_origin_animal_id,created_at,updated_at,dam_passport_number,sire_passport_number,is_on_farm,date_left_farm,date_moved_to_farm,animal_subtype,is_regulatory_synced,lot_id,link_to_my_sire_id,birth_information_id,field_id,meta_data,location_id,updated_by_id,last_regulatory_synced_date,animal_colour_id,kill_fat_score,kill_quality,kill_fat_score_int,kill_quality_int,is_birthed,dam_passport_number_cleaned,e_id_cleaned,passport_number_cleaned,sire_passport_number_cleaned,is_pregnant,pregnancy_due_date,is_owned_by_impact,impact_status,is_soft_deleted,soft_deleted_at
203b30a2-6f9e-47a0-9da8-e7fa3c996eea,4e81207b-dd6d-45b0-afc9-818b978c5131,false,,2021-05-27,,,,false,,false,true,,false,,,,609bb931-fb2f-4236-9be4-dde6f6061aa5,79a6f95f-a17d-42db-bd99-9cd0cba4321d,,false,,UK286760701703,,[],3117,3,{},false,,2022-10-27 11:35:35.680063,2023-06-02 14:21:39.414001,UK286760501533,UK303596702930,false,2023-05-29 13:45:37.000,2021-05-27,,false,,,,a88ecf99-075e-40c8-bd32-b69fa4b32978,"{""bcms_sync_history_info_at"": ""2022-10-27T11:36:34.023504+00:00""}",3176.0,,2023-05-31 01:00:27.672571,,,,,,false,UK286760501533,,UK286760701703,UK303596702930,false,,false,,false,
ca9f690b-038b-469b-b1f0-3c3f8900b58f,4e81207b-dd6d-45b0-afc9-818b978c5131,false,,2021-05-07,,,,false,,false,true,,false,,,,3d1b3af7-c6d8-4c75-8c67-24d5915c7e52,75b34d7f-fed4-422e-980d-64ebe455f23f,,false,,UK286760201663,,[],3117,3,{},false,,2022-10-27 11:35:29.977281,2023-03-07 08:25:24.493560,UK286760501498,UK311688400085,false,2023-03-06 08:20:40.000,2021-05-07,,false,,,,a88ecf99-075e-40c8-bd32-b69fa4b32978,"{""bcms_sync_history_info_at"": ""2022-10-27T11:36:45.804338+00:00""}",3176.0,,2023-03-08 00:40:32.266275,,,,,,false,UK286760501498,,UK286760201663,UK311688400085,false,,false,,false,
14a3a047-94a6-4279-859c-8ddd4a18e4f9,4e81207b-dd6d-45b0-afc9-818b978c5131,false,,2021-05-04,,,,false,,false,false,,false,,,,11263207-d29d-489f-a5a7-6b568b52a877,79a6f95f-a17d-42db-bd99-9cd0cba4321d,,false,,UK286760501659,,[],3117,3,{},false,,2022-10-27 11:35:29.362593,2023-06-02 14:21:39.414001,UK286760101235,UK303596702930,false,2023-05-29 13:45:37.000,2021-05-04,,false,,,,a88ecf99-075e-40c8-bd32-b69fa4b32978,"{""bcms_sync_history_info_at"": ""2022-10-27T11:37:26.753129+00:00""}",3176.0,,2023-05-31 01:00:20.066615,,,,,,false,UK286760101235,,UK286760501659,UK303596702930,false,,false,,false,
80a38c8e-29a8-4129-9cf8-4d45b712730c,fa1b8abc-477e-4a03-9edf-89bc6db35922,false,,2022-03-04,,,,false,{},false,false,,false,,,XXXX,,,,false,,UK323773605777,,[],3117,3,{},false,,2022-09-23 14:25:01.971754,2024-04-16 14:32:31.311538,UK323773503662,XXXX CENTRE,false,2024-04-01 14:22:47.000,2022-09-22,,false,,,,55daad6e-33ea-42fb-b41c-74ac85b6a068,"{""bcms_sync_history_info_at"": ""2022-10-27T11:36:58.476875+00:00""}",3176.0,,2024-04-02 01:16:42.113755,,,,,,false,UK323773503662,,UK323773605777,XXXXCENTRE,false,,false,,false,
9a51e268-9319-4753-93c9-988ca6643094,4e81207b-dd6d-45b0-afc9-818b978c5131,false,,2021-05-25,,,,false,,false,true,,false,,,,f62749ef-4dea-44c4-a42d-75fbfc807de9,79a6f95f-a17d-42db-bd99-9cd0cba4321d,,false,,UK286760601695,,[],3117,3,{},false,,2022-10-27 11:35:34.728307,2023-06-02 14:21:39.414001,UK286760201474,UK303596702930,false,2023-05-29 13:45:37.000,2021-05-25,,false,,,,a88ecf99-075e-40c8-bd32-b69fa4b32978,"{""bcms_sync_history_info_at"": ""2022-10-27T11:37:05.396415+00:00""}",3176.0,,2023-05-31 01:00:26.562935,,,,,,false,UK286760201474,,UK286760601695,UK303596702930,false,,false,,false,
e16ffb1b-58ea-448d-bdd5-b6031b803ad2,8732c7aa-0c01-4226-adb5-be660ca52d23,false,,2014-06-08,,,,false,,false,false,,false,,,,,75b34d7f-fed4-422e-980d-64ebe455f23f,,false,,UK286760501218,,[],3117,3,{},false,,2022-10-27 11:35:20.366265,2023-06-02 14:21:39.414001,UK286760300950,UK311688400085,false,2023-05-29 13:45:37.000,2014-06-08,,false,,,,a88ecf99-075e-40c8-bd32-b69fa4b32978,"{""bcms_sync_history_info_at"": ""2022-10-27T11:36:13.063181+00:00""}",3176.0,,2023-05-31 01:00:09.281296,,,,,,true,UK286760300950,,UK286760501218,UK311688400085,false,,false,,false,
b6d71a01-13f8-49ce-8063-e370e9b886e6,4e81207b-dd6d-45b0-afc9-818b978c5131,false,,2021-05-04,,,,false,,false,true,,false,,,,e1754e28-0e68-4d56-870e-727df663e608,,,false,,UK286760601660,,[],3117,3,{},false,,2022-10-27 11:35:29.516053,2023-06-02 14:21:39.414001,UK286760301083,UK706021602429,false,2023-05-29 13:45:37.000,2021-05-04,,false,,,,a88ecf99-075e-40c8-bd32-b69fa4b32978,"{""bcms_sync_history_info_at"": ""2022-10-27T11:36:24.144900+00:00""}",3176.0,,2023-05-31 01:00:20.364753,,,,,,false,UK286760301083,,UK286760601660,UK706021602429,false,,false,,false,
a404061e-eb28-4c3f-9e67-13926644ca07,fa1b8abc-477e-4a03-9edf-89bc6db35922,false,,2022-02-20,,,,false,{},false,false,,false,,,XXXX,,,,false,,UK323773405705,,[],3117,3,{},false,,2022-09-23 14:24:59.737127,2023-11-17 09:46:20.933965,UK323773504698,XXXX CENTRE,false,2023-04-06 10:55:26.000,2022-09-22,,false,,,,a6c8945f-0d32-478d-b447-5fd0c38192d7,"{""bcms_sync_history_info_at"": ""2022-10-27T11:38:51.595867+00:00""}",3176.0,,2023-04-12 00:54:55.912464,,,,,,false,,,UK323773405705,,false,,false,,false,
5f0b38b9-9bcb-41da-927f-6fc69d799da6,8732c7aa-0c01-4226-adb5-be660ca52d23,false,,2020-03-27,,,,false,,false,false,,false,,,,,,,false,,UK286760601590,,[],3117,3,{},false,,2022-10-27 11:35:25.509699,2024-02-29 08:49:33.283099,UK286760201495,UK706021602429,false,2024-02-20 08:47:03.000,2020-03-27,,false,,,,a88ecf99-075e-40c8-bd32-b69fa4b32978,"{""bcms_sync_history_info_at"": ""2022-10-27T11:36:42.693141+00:00""}",3176.0,,2024-02-21 00:21:31.372698,,,,,,true,UK286760201495,,UK286760601590,UK706021602429,false,,false,,false,
5b692764-0f74-40af-8f63-279d4d99a4f7,4dd3ca36-6f51-4d43-b8ab-3c8977060df1,false,,2021-03-06,264.4,,{},false,{},true,true,,false,,,XXXX,,,,false,937 000002613436,UK722969605833,2023-03-16 00:00:00,[],3117,3,{},false,a4615f64-4d90-478a-b124-bf22a47a7cda,2021-09-14 10:11:30.527916,2023-03-20 14:35:40.752782,UK722969704427,UK742194700324,false,2022-09-21 08:55:16.000,2021-07-30,,false,,,,,{},,4145.0,,,4L,O+4L,,,false,UK722969704427,937000002613436,UK722969605833,UK742194700324,false,,false,,false,
1b52fe86-cc44-4e4c-bee1-43a8509691b9,4e81207b-dd6d-45b0-afc9-818b978c5131,false,,2021-05-17,,,,false,,false,true,,false,,,,4402eb23-151c-4f5c-8387-ea05dc52a1f5,,,false,,UK286760401679,,[],3117,3,{},false,,2022-10-27 11:35:32.509898,2023-06-02 14:21:39.414001,UK286760301496,UK706021602429,false,2023-05-29 13:45:37.000,2021-05-17,,false,,,,a88ecf99-075e-40c8-bd32-b69fa4b32978,"{""bcms_sync_history_info_at"": ""2022-10-27T11:36:27.720230+00:00""}",3176.0,,2023-05-31 01:00:24.067372,,,,,,false,UK286760301496,,UK286760401679,UK706021602429,false,,false,,false,
204f1a14-0a08-4e81-8d01-bbd8984e47dd,4dd3ca36-6f51-4d43-b8ab-3c8977060df1,false,,2021-03-24,271.3,,{},false,{},false,false,,false,,,XXXX,,,,false,,UK317104100771,2023-03-16 00:00:00,[],3117,3,{},false,098a1acc-5a25-40ed-9d91-c894b00f73c0,2021-09-14 10:31:23.467828,2023-05-31 10:58:53.418337,UK200900101092,UK313622300109,false,2022-09-21 08:55:16.000,2021-07-30,,false,,,,,{},,4145.0,,,O+,O+4L,,,false,UK200900101092,,UK317104100771,UK313622300109,false,,false,,false,
6ce5069e-cad8-4001-89d2-26907dc4e819,,false,,2021-02-24,,,{},false,{},false,true,,false,,,,,,,false,,UK317104400676,2021-12-07 16:40:58,[],3117,3,{},false,,2021-09-14 10:27:49.611754,2022-10-11 08:14:10.282311,UK160719300560,UK313622200164,false,,2021-07-30,,false,,,,,{},,,,,,,,,false,UK160719300560,,UK317104400676,UK313622200164,false,,false,,false,
2793257a-bdaf-4345-b9cf-8a10d591ea96,5709975f-a221-4ca4-959e-c967c72a2252,false,,2021-02-20,,,{},false,{},true,true,,false,,,,,,,false,937 000002508467,UK722969205766,,[],3117,3,{},false,9c694af2-c341-4f27-a3de-da50502b85e0,2021-09-14 10:11:54.657727,2022-10-26 15:39:23.011622,UK722969404732,UK742194700324,false,2022-08-23 08:15:45.000,2021-07-30,,false,1112.0,,,9c6742d4-5408-4bc1-b622-cdfff7a27569,{},3176.0,4145.0,,,,,,,false,UK722969404732,937000002508467,UK722969205766,UK742194700324,false,,false,,false,
450110bf-06d1-4305-a82c-0dcdff2f8125,3ee83986-2d56-4f2d-9526-8da1596438a0,false,,2021-02-26,,,{},false,{},false,false,,false,,,XXXX,,,,false,937 000002508490,UK722969405789,,[],3117,3,{},false,56e9a29d-8e88-450d-b471-13f16aca0275,2021-09-14 10:11:50.298720,2022-10-11 08:14:16.418759,UK722969704490,UK742194700324,false,2022-09-21 08:55:16.000,2021-07-30,,false,,,,,{},,4145.0,,,,,,,false,UK722969704490,937000002508490,UK722969405789,UK742194700324,false,,false,,false,
0bb32681-df31-45cf-a36d-ba2f828fe7ef,5709975f-a221-4ca4-959e-c967c72a2252,false,,2021-03-25,,,{},false,{},true,true,,false,,,,,,,false,937 000002613496,UK722969205892,,[],3117,3,{},false,bf8c159e-3641-4015-823f-e737417f7910,2021-09-14 10:11:47.924535,2022-10-26 15:56:11.740228,UK722969303702,UK742194700324,false,2022-08-23 08:15:45.000,2021-07-30,,false,1112.0,,,ddcf29a2-4007-4fc4-96b3-b538224b5091,{},3176.0,4145.0,,,,,,,false,UK722969303702,937000002613496,UK722969205892,UK742194700324,false,,false,,false,
94e6e067-695a-4884-b9f2-ccd1b6d78a72,3ee83986-2d56-4f2d-9526-8da1596438a0,false,,2021-03-17,296.2,,{},false,{},false,false,,false,,,XXXX,,29503546-9e29-4974-aa3c-f321aa51e6da,,false,937 000002613473,UK722969105870,2023-04-25 00:00:00,[],3117,3,{},false,e696f297-b60b-4785-9de2-c1669b737c65,2021-09-14 10:11:35.472756,2023-05-31 10:58:51.326566,UK722969204891,UK742194400384,false,2022-09-21 08:55:16.000,2021-07-30,,false,,,,,{},,4145.0,,,R,R4L,,,false,UK722969204891,937000002613473,UK722969105870,UK742194400384,false,,false,,false,
c15bb521-f9e0-441f-aa0a-477371816bd4,3ee83986-2d56-4f2d-9526-8da1596438a0,false,,2021-02-28,273.4,,{},false,{},false,false,,false,,,XXXX,,,,false,937 000002508498,UK722969505797,2023-03-16 00:00:00,[],3117,3,{},false,fc8f9d3a-2c19-47e5-9ba9-76496f3021e9,2021-09-14 10:11:58.154664,2023-03-20 14:35:40.212386,UK722969504516,UK742194700324,false,2022-09-21 08:55:16.000,2021-07-30,,false,,,,,{},,4145.0,,,4H,O+4H,,,false,UK722969504516,937000002508498,UK722969505797,UK742194700324,false,,false,,false,
609bb931-fb2f-4236-9be4-dde6f6061aa5,8732c7aa-0c01-4226-adb5-be660ca52d23,false,,2019-03-18,,,,false,,false,false,,false,,,,11263207-d29d-489f-a5a7-6b568b52a877,,,false,,UK286760501533,,[],3117,3,{},false,,2022-10-27 11:35:24.405767,2024-03-08 11:38:23.539828,UK286760101235,UK706021602429,false,2024-03-06 11:37:41.000,2019-03-18,,false,,,,a88ecf99-075e-40c8-bd32-b69fa4b32978,"{""bcms_sync_history_info_at"": ""2022-10-27T11:36:34.469154+00:00""}",3176.0,,2024-03-09 00:19:00.514622,,,,,,true,UK286760101235,,UK286760501533,UK706021602429,false,,false,,false,
8cf7af38-5759-4525-aac2-96fdc0a6010d,4dd3ca36-6f51-4d43-b8ab-3c8977060df1,false,,2021-02-22,280.8,,{},false,{},false,false,,false,,,XXXX,,,,false,937 000002508469,UK722969405768,2023-03-16 00:00:00,[],3117,3,{},false,9841ff1e-af06-46c5-be91-60e46d5f03c6,2021-09-14 10:11:55.379733,2023-03-20 14:35:43.671141,UK722969403731,UK742194700324,false,2022-09-21 08:55:16.000,2021-07-30,,false,,,,,{},,4145.0,,,3,R3,,,false,UK722969403731,937000002508469,UK722969405768,UK742194700324,false,,false,,false,
8f4ac982-1645-4f5e-929f-dd773f682695,4e81207b-dd6d-45b0-afc9-818b978c5131,false,,2021-06-02,,,,false,,false,false,,false,,,,d7a80cab-a8ed-4e70-8d6a-8531ecd2d9d7,79a6f95f-a17d-42db-bd99-9cd0cba4321d,,false,,UK286760701710,,[],3117,3,{},false,,2022-10-27 11:35:36.448560,2023-01-20 12:43:05.994432,UK286760101256,UK303596702930,false,2023-01-18 09:51:03.000,2021-06-02,,false,,,,a88ecf99-075e-40c8-bd32-b69fa4b32978,"{""bcms_sync_history_info_at"": ""2022-10-27T11:37:20.302824+00:00""}",3176.0,,2023-01-20 00:53:25.624608,,,,,,false,UK286760101256,,UK286760701710,UK303596702930,false,,false,,false,
d135f560-fce2-4697-8472-475fa113bfa5,4dd3ca36-6f51-4d43-b8ab-3c8977060df1,false,,2021-03-11,299.5,,{},false,{},false,false,,false,,,XXXX,,,,false,,UK320610411853,2023-04-25 00:00:00,[],3117,3,{},false,99b9f877-5601-4024-82e0-e0933c1c9d7e,2021-09-14 10:27:53.041607,2023-05-31 10:58:50.927030,UK320610506023,PROTEUS,false,2022-09-21 08:55:16.000,2021-07-30,,false,,,,,{},,4145.0,,,O+,O+ 4H,,,false,UK320610506023,,UK320610411853,PROTEUS,false,,false,,false,
ee195c95-8a17-484b-905a-e51ba97db105,3ee83986-2d56-4f2d-9526-8da1596438a0,false,,2021-02-25,247.8,,{},false,{},true,true,,false,,,XXXX,,,,false,937 000002508485,UK722969605784,2023-03-16 00:00:00,[],3117,3,{},false,8e76ba51-8246-4be8-b978-8aebc9175ebc,2021-09-14 10:11:45.394523,2023-03-20 14:35:38.583057,UK341064302024,UK722871100298,false,2022-09-21 08:55:16.000,2021-07-30,,false,,,,,{},,3877.0,,,4L,O+4L,,,false,UK341064302024,937000002508485,UK722969605784,UK722871100298,false,,false,,false,
5cd4959d-1f34-4ad0-9ee9-6ff829f0d823,4dd3ca36-6f51-4d43-b8ab-3c8977060df1,false,,2021-03-05,,,{},false,{},true,true,,false,,,XXXX,,,,false,,UK320610311775,,[],3117,3,{},false,d515b51d-49a8-4eee-8b15-df160db1afe0,2021-09-14 10:27:51.321940,2022-10-19 14:01:29.535736,UK320610706781,PROTEUS,false,2022-09-21 08:55:16.000,2021-07-30,,false,,,,,{},,4145.0,,,,,,,false,UK320610706781,,UK320610311775,PROTEUS,false,,false,,false,
62b6642f-bab9-4187-baa2-c34c32f0da99,3ee83986-2d56-4f2d-9526-8da1596438a0,false,,2021-03-07,266.4,,{},false,{},true,true,,false,,,XXXX,,88cdae7a-15ed-4a89-8d59-b444b8689746,,false,937 000002613438,UK722969105835,2023-03-16 00:00:00,[],3117,3,{},false,3df5c583-de59-440b-b68d-a0a5e0ebbf6a,2021-09-14 10:11:57.323590,2023-03-20 14:35:38.764821,UK722969303898,UK742194500364,false,2022-09-21 08:55:16.000,2021-07-30,,false,,,,,{},,4145.0,,,3,O+3,,,false,UK722969303898,937000002613438,UK722969105835,UK742194500364,false,,false,,false,
d15dbda9-1a3e-44fc-9061-2a7a7f1e792d,5709975f-a221-4ca4-959e-c967c72a2252,false,,2021-02-11,,,{},false,{},false,false,,false,,,,,,,false,937 000002508449,UK722969505748,,[],3117,3,{},false,2d131372-e0ca-4f5c-8b22-09155cf30193,2021-09-14 10:12:02.064366,2022-10-26 15:37:29.252787,UK341064602055,UK742194700324,false,2022-08-23 08:15:45.000,2021-07-30,,false,1112.0,,,ddcf29a2-4007-4fc4-96b3-b538224b5091,{},3176.0,3877.0,,,,,,,false,UK341064602055,937000002508449,UK722969505748,UK742194700324,false,,false,,false,
a7ca25f7-d17f-41ce-9f6a-f9df97c5b5d5,4dd3ca36-6f51-4d43-b8ab-3c8977060df1,false,,2021-03-17,252.4,,{},false,{},false,false,,false,,,XXXX,,29503546-9e29-4974-aa3c-f321aa51e6da,,false,937 000002613478,UK722969505874,2023-03-16 00:00:00,[],3117,3,{},false,09c0880b-04c8-4ced-8cdd-a46d2024faf6,2021-09-14 10:11:41.400429,2023-03-20 14:35:43.854532,UK722969604930,UK742194400384,false,2022-09-21 08:55:16.000,2021-07-30,,false,,,,,{},,3877.0,,,4H,R4H,,,false,UK722969604930,937000002613478,UK722969505874,UK742194400384,false,,false,,false,
f72c65b9-046d-4017-996c-06a1c692ad07,4dd3ca36-6f51-4d43-b8ab-3c8977060df1,false,,2021-02-24,293.8,,{},false,{},false,false,,false,,,XXXX,,29503546-9e29-4974-aa3c-f321aa51e6da,,false,937 000002508481,UK722969205780,2023-04-25 00:00:00,[],3117,3,{},false,d041eaa3-c371-4457-b4d3-0695f651d54b,2021-09-14 10:11:49.115133,2023-05-31 10:58:51.124634,UK722969404508,UK742194400384,false,2022-09-21 08:55:16.000,2021-07-30,,false,,,,,{},,4145.0,,,O+,O+4L,,,false,UK722969404508,937000002508481,UK722969205780,UK742194400384,false,,false,,false,
71576c82-e36a-4689-88ed-a32ce75cdf7b,5709975f-a221-4ca4-959e-c967c72a2252,false,,2021-02-19,,,{},false,{},false,false,,false,,,,,,,false,937 000002508462,UK722969405761,,[],3117,3,{},false,da69ac03-b4dc-4e42-821a-a6e25ea58ae3,2021-09-14 10:11:54.305719,2022-10-26 16:27:42.849207,UK722969304731,UK742194700324,false,2022-08-23 08:15:45.000,2021-07-30,,false,1112.0,,,9c6742d4-5408-4bc1-b622-cdfff7a27569,{},3176.0,4145.0,,,,,,,false,UK722969304731,937000002508462,UK722969405761,UK742194700324,false,,false,,false,
41bc9ba9-2733-4772-817d-d6c5e9bf2da9,4dd3ca36-6f51-4d43-b8ab-3c8977060df1,false,,2021-02-19,261.4,,{},false,{},false,false,,false,,,XXXX,,,,false,937 000002508461,UK722969305760,2023-03-16 00:00:00,[],3117,3,{},false,c5b14671-22a9-42bc-a122-b86d62933538,2021-09-14 10:11:53.961618,2023-03-20 14:35:38.944289,UK722969604727,UK742194700324,false,2022-09-21 08:55:16.000,2021-07-30,,false,,,,,{},,3877.0,,,4L,O+4L,,,false,UK722969604727,937000002508461,UK722969305760,UK742194700324,false,,false,,false,
2b8f33e6-c262-4e13-89a5-ad6f60c10e4b,8732c7aa-0c01-4226-adb5-be660ca52d23,false,,2020-05-03,,,,false,,false,false,,false,,,,d7a80cab-a8ed-4e70-8d6a-8531ecd2d9d7,75b34d7f-fed4-422e-980d-64ebe455f23f,,false,,UK286760701626,,[],3117,3,{},false,,2022-10-27 11:35:27.378837,2023-04-11 11:06:28.507829,UK286760101256,UK311688400085,false,2023-04-06 10:55:26.000,2020-05-03,,false,,,,a88ecf99-075e-40c8-bd32-b69fa4b32978,"{""bcms_sync_history_info_at"": ""2022-10-27T11:36:52.424033+00:00""}",3176.0,,2023-04-12 00:54:40.143184,,,,,,true,UK286760101256,,UK286760701626,UK311688400085,false,,false,,false,
