id,stockitem_id,animaltype_id
325,bd40a72a-95fe-48e7-b45a-4e365bc2754c,3
326,485aea69-beb7-4a4d-9c11-5f6121beaab2,1
329,3435e0af-6287-4009-b691-ee0be4afcc19,1
337,1195b967-0034-442f-b228-9d5c8625ac2c,3
339,186cce6b-306b-435f-b95a-5ba046738024,3
360,4b5768d1-714a-43ba-b49e-5c4b3d692439,2
362,ac469521-54be-4377-ab3a-e3e71605ab61,1
393,602e5b5f-cdc4-44f9-b0cb-96ace16804f1,3
399,a3611cb7-8086-4870-a119-a926ef18bebf,3
415,8e2b5ddc-6b97-4d03-959b-0a8d937846bb,3
2418,b7324f71-5ab2-4699-bef3-c9a3aadeffcb,1
2421,2ee4bae3-e133-40f1-8723-8842b3b2bf5e,3
2426,adfaebf4-2f7e-441e-ae8c-f97d19719a6c,1
2428,adfaebf4-2f7e-441e-ae8c-f97d19719a6c,3
437,6d2a0892-6705-4db8-b2e2-52c179f9f868,1
438,6d2a0892-6705-4db8-b2e2-52c179f9f868,2
446,77d58adb-ea67-4668-ad6b-9ef459bada97,1
457,44892b4b-b5b1-4387-a9b9-4cd2e1386b56,3
466,0705a940-cf63-4e3b-983d-c22858d0d2f1,3
474,844226e1-b279-4ee6-99cf-a51f802c1d01,2
477,068db4a7-1c48-4b34-b520-6c432ac3a6f3,2
482,7ad24178-8215-4864-ae98-03820e4bd64b,3
484,f1887025-64f6-4848-a1ec-d49c08f3cd42,3
490,65264f98-d21b-414f-92be-55635246b12a,2
492,657a14d6-ab68-4c93-8f88-650d14f4452d,3
518,c9ca9a89-8c1b-4fc3-ae7e-9a5b9d89fc50,1
524,e93acc53-2826-4f75-8432-a2c3ef613f8a,1
532,48a0f16d-718a-4bf4-a3d8-b26d4b7fb541,3
535,565e965a-285a-4ff7-8e4a-926f851efe97,2
553,8f5f0d48-e82d-4ef6-aff5-54605170e52a,2
561,ad406309-6f08-47d4-b45f-8cc6b156217b,3
570,f3a6f91c-de1d-4cef-9870-228e3c03ebeb,3
584,9bf0550a-22ed-4d32-8803-b76b878bacac,3
585,941f3e1a-0e8b-4d0d-949d-140d0d2807eb,1
637,ca8faafc-82ae-487c-a3d7-106a883782ef,3
642,b48082a3-f50d-470d-a566-0f7fa524d844,3
656,aa0f3c4a-21bd-4d8b-bf7e-1209560db28d,1
658,d9ef19ac-b597-4325-aeec-401b83789a00,1
663,fb187c04-3871-4237-896f-ec23c1c52e84,3
674,e59ccbd5-0d2f-4f39-9f9f-2d5d832eb8a5,1
678,7431ba66-89d2-496b-a055-714eb0b38d85,3
692,25efb0eb-11c6-4e15-97ba-0cfcc173045d,3
696,c66cf826-c083-4323-841e-a41b4320c7a6,3
699,123db548-a1b6-4f72-bd3d-1f4b985282ea,2
700,123db548-a1b6-4f72-bd3d-1f4b985282ea,3
703,54f100f5-6520-46b7-a3a6-f949942bba3b,3
722,fdb6b606-f95b-4725-8b58-15c62ab5426c,1
731,1cdeba4f-48fd-4367-8f29-605dc42e2644,3
738,91de0d6e-2227-4620-bdd0-bce3ae5631b7,2
760,cbcdfad4-2cad-4cc2-b612-61ed6d02b73a,1
767,9bfba64b-a9d7-47c3-85e7-0175957d5efb,3
771,bf16527c-516d-4ec0-984a-3a9e3a6c2089,3
772,31867282-891f-4e99-8078-6d367491471f,3
782,439e73f3-5fc9-404a-98e5-b121a6f29fae,3
787,cce07960-b78b-4341-9fe8-79805fca21a8,1
788,cce07960-b78b-4341-9fe8-79805fca21a8,2
797,86b3632c-127e-44e4-95bf-e735fb578a2e,3
820,0667743e-125d-4fe1-8dbc-58b77c03b259,1
823,bbca88a4-995d-4a2e-9c8f-53359f08ee6a,3
838,4cd2937e-5169-4f9e-ab57-f4cd7ffdcb72,3
841,50f8f790-97ae-4ffd-be0e-13145d45a455,1
850,e6ee0c0e-63f1-42a8-a9be-241cbe51ce3a,1
852,5a7a380a-a3a3-4a9a-962b-ad4798542568,1
865,be70c5a6-83bf-4254-9007-075c52d78d61,2
872,737ab962-e6c0-446b-9b22-10964561ebdc,2
879,26379bd0-c9be-4d76-a995-5cfd4ca49d75,3
892,72ab6ef3-a4c3-42b0-99e8-59b52584a471,3
893,1a6c3f6b-e30e-4514-afb4-05505a028a9d,3
898,9d0a5d70-d4fb-4fef-96b5-f00da83fda83,1
903,7e49b31e-268e-46ae-8081-8f9e9aaf9792,2
907,fb9cdc70-3041-4b7d-af0a-bfb12d4ec80c,3
919,867608e2-becf-4897-b15f-4bd25a0a075b,1
923,54aa2cef-7014-4623-b2d1-12705f79d7d6,1
929,85fb9bad-0dde-41d6-95ca-15965f8d2eff,3
953,4af82f8e-6872-48c7-baf3-0199f1e64ca5,3
961,6cb5d5e4-9678-4cbb-b1f3-2d9fd66260d0,3
966,56381c05-fdfe-4d68-89f1-1e5dd1877e14,3
972,17bc6fb2-f4d8-41c7-a816-d55f04361c9a,3
974,20857d3d-4720-4a36-bae8-832900843ef0,3
987,def6e854-1dba-4206-8ddd-d3923507fa1e,3
988,ed91e641-2006-4a9a-a83a-84bb167bf607,3
998,97a25772-8c9f-407f-a6e5-9b463548d2bd,1
1002,13e6569f-6c2c-4798-8217-2eb15bbe5f67,2
1005,5de171c3-3377-4f04-9608-ca7c439d7ef4,3
1018,d14edff3-6a31-4dec-a7d4-b901efcd9233,3
1025,117c2fdb-e666-47f9-9c5a-4ae9d11929c7,1
1051,2546c1c8-50c5-4ba0-b840-a29c54fcac7f,3
6725,c34b9e69-1a86-489d-b973-d4ea124c5850,2
1084,a802e437-b8c2-4b00-9ce7-bceb2ef20fea,1
1090,207f35be-5fd5-4b9a-a0e3-c720de29481b,1
1109,e8488180-1612-4022-8ae7-a0173442707a,2
1126,bced1c90-3935-46ec-82cd-8fa195e0d89a,2
1134,afa9d062-82b0-4cd1-9bd5-2299be0fa9ee,3
1141,f0b432f2-4908-4922-9625-f4e27d3e3d5b,3
1145,140eb228-0d85-4714-ab0c-4549f9792d73,1
1146,140eb228-0d85-4714-ab0c-4549f9792d73,2
1148,ad4030d8-9299-414c-90dd-82e548b25346,3
1149,e319a1b3-fa14-46ad-b68e-784ddc34e732,3
1153,6e13bc91-32b3-4395-8bd8-395a8b653712,3
1155,37260109-5e3f-40c0-820b-a00c815c109c,3
1158,709cec47-66a6-4782-adaa-68fa060b9e66,2
1173,50aa0db4-fa14-4927-b747-43b14bc8c43c,3
1184,cb4dd3ec-c8be-4a4a-ba6a-a0c68b34cc62,2
1191,14dcf743-8553-4833-8a3b-a12fd8659f1b,3
1196,a54f08a7-f71b-4b6f-a96d-9c368322ed5c,3
1209,5f81879a-745a-4bc2-ae6c-6d4e450b31f4,1
1212,112fd121-9c0d-43eb-b237-5d2f6cf3ddb7,2
1232,b9f96be6-b2fc-45b3-a899-968fbaef32fc,1
1256,8b4409e7-2365-46a8-bdfa-ea56d8568a53,3
1261,501e612a-acce-41f5-bbe2-f09a1a3dbec8,2
1264,92db4fe7-271c-4b51-9079-636abe8a2627,2
1266,68001aa6-aa32-49c9-b003-8c9c63177784,3
1270,b913ce2c-269f-4873-b542-b5f925dcf018,2
1271,b913ce2c-269f-4873-b542-b5f925dcf018,3
1278,8f4e84bf-e74c-497f-b4ce-5c8593c717cf,1
1283,f814c2e2-cde7-4550-b1dc-9c91b28ab259,3
1284,81ceef0e-9913-4ceb-89e0-3437690c0590,3
1287,567760b9-3acf-4865-a75e-d7bacf56e3f3,2
1289,dd0c9edb-2e5f-4520-beb2-2f670db2e39b,1
1292,86d9e5f4-f575-42d7-8aed-43d84bda4a57,1
1294,01ffe914-073f-4975-9383-b08770ae99d4,1
1324,5d20897e-764b-47e6-b9c1-14d87ccf2a44,3
1334,e356ee65-bed5-4bd4-8a17-ecf1a464c0c8,1
1346,8cff9509-35c1-4268-ab92-b6e10d2240ac,3
1386,5d51feb8-50b0-4881-8d3f-c6220f17d5a4,3
1391,75fd10ad-1512-4958-935d-5bfb8cdb9890,2
1395,cdb02932-ea32-48cd-9256-4b4c2ecd805b,1
1402,0dc304c5-49e5-4863-9175-dafd58322180,1
1408,64eaa04c-9240-45b5-81d0-ed1b59143c36,3
1414,d3952427-e5ee-4e06-885b-5236b0eae735,1
5,63c45ce9-fc57-45a5-8cc0-ccb6d1237b2d,3
2416,ea281a54-9efc-4353-90cb-ac57b5e7d7c0,1
33,4854cc3c-d720-4443-b4ec-7b76f9d03b55,3
35,e42be7c1-00b9-4ddb-a231-5725088c0b45,3
39,a6d682c2-733b-4714-8f3a-d7ade6213e92,3
44,6d9df586-1a3e-4239-809d-ddafaaef837e,3
46,9656cc4d-6339-4202-8f8c-9e4b3a61231f,3
60,720d959f-7c95-4fcf-b243-63cd3125b9ce,1
62,720d959f-7c95-4fcf-b243-63cd3125b9ce,3
66,d068ee46-8ac6-4599-a13f-1c954c718612,1
85,4faba0e7-2db0-4489-8d64-2868de8c9bd3,1
86,4faba0e7-2db0-4489-8d64-2868de8c9bd3,3
89,a97afe76-de16-4188-a5ab-806d9f5a737b,2
94,a553cd6b-5436-4811-80fb-1bbaf3b88112,3
101,20d39d4a-fc42-491b-9f25-b202cfac12ef,3
121,3e5b3295-0e8b-4edd-8c3c-83ef0b6b8144,3
127,18029cd7-1562-4810-8fc7-1841513a44b1,3
139,1b04ce8b-a310-4451-ab16-ffacc4435e19,3
140,dcfd8f06-24ae-4800-b731-89edb9bdffd5,3
159,edf24b11-56df-41df-903f-88cea6b873c7,3
167,128516cf-94ba-49fb-be8c-03cb4297fbb7,3
210,5c4f99e9-81fd-46d8-9d68-55dc9772dee5,3
211,9c5359bb-f713-4291-b659-38cb342d469b,1
213,9c5359bb-f713-4291-b659-38cb342d469b,3
216,6ae3fc53-c0b6-44c2-9773-920a94cfba9e,3
218,fb09af46-fe3c-4393-ba0a-e9f35814573a,2
247,f1198256-d7c3-4c56-854a-5e99a6802ce0,2
248,f1198256-d7c3-4c56-854a-5e99a6802ce0,3
251,3202ae42-8915-435e-971c-ea39b7b2da55,3
266,11a10782-8b9c-4c34-b866-ffa64522a539,3
269,ba2a0ba3-a47a-43cf-ad31-cfc2f7de8e16,2
279,8e4f4c77-f3fe-410d-99dc-22f14f1fe59d,3
280,91469343-c2fe-401f-a328-a68bc1ed28c5,2
292,ff4c2dc3-e882-4e32-870e-f29db98b5c29,1
306,6aa4351c-69a6-4885-9b53-53e9e35e821c,3
308,c8b1efe8-3c12-46ff-bf28-98f03ce1f404,1
310,c8b1efe8-3c12-46ff-bf28-98f03ce1f404,3
336,1195b967-0034-442f-b228-9d5c8625ac2c,1
365,fa80c9f6-8d69-482e-811c-0266b1c6f883,1
372,84bbef6a-6167-4f3a-a6a9-209c65d53a22,1
374,f87b842b-cff1-4bfd-a87e-bb77469d1fc1,1
378,b6b6a85d-42f9-4f0a-b44e-75263e9d4a67,2
381,866c6e49-ebe9-4f53-b164-4f7b30b1eb07,3
385,5e00e646-697f-4268-849b-ad3f4657d03b,2
394,71051727-835d-4406-a855-74dffac69c28,1
396,71051727-835d-4406-a855-74dffac69c28,3
426,83b2d217-e864-43dd-826d-3bf0aff9b837,3
456,44892b4b-b5b1-4387-a9b9-4cd2e1386b56,1
462,6a84ce30-bc28-4b4f-a79b-ca9dadde9182,3
465,82c20567-0aaf-4670-9205-24bd099db694,3
469,8da8587d-16f4-416f-b5a1-85e24fe4e732,3
475,844226e1-b279-4ee6-99cf-a51f802c1d01,3
476,068db4a7-1c48-4b34-b520-6c432ac3a6f3,1
485,a7d0ce3a-6667-44d2-b08b-b26c397a732c,1
501,77161e1f-29e0-45ea-a761-7da2ccfab2b8,3
505,2c3a656a-1f0a-4b0e-99b4-fd743f8a630a,1
508,c5a4000c-66b0-4572-a552-158f34ff4d4e,2
516,104e52d7-6883-42a4-bbf6-011f1a9c6ba9,1
520,68c40704-8ef4-4446-b9d9-3e7fc2ee79e1,3
530,48a0f16d-718a-4bf4-a3d8-b26d4b7fb541,1
533,232895d1-c30b-4afc-96a9-93682afc9ecb,3
541,ae388be9-673d-4a32-b465-656299a6fe86,1
550,a6ba08ec-76c6-4140-bdbe-5019eacfebcf,2
554,8f5f0d48-e82d-4ef6-aff5-54605170e52a,3
557,29c256ef-7353-45e0-ab5f-04d2e2fbc61d,3
583,00c45a16-cf22-452f-82de-0ecfcce5ced0,3
589,460419ad-8cca-4359-bd29-fae210628fa6,2
592,42fe68ac-76de-49ba-997c-e4e9baa6279e,3
601,5765951b-f64b-4981-a427-b8ab665dd5e7,3
608,eb827519-3b2b-43ab-bca2-40b32f0281b5,3
609,75c590e5-bcbd-458d-ac6a-cd6b51e30dfd,3
618,08cecd89-01d7-4afd-abe1-deba30e78162,3
635,aa8c197d-769e-421d-9dcd-c9785ed5594f,3
636,ca8faafc-82ae-487c-a3d7-106a883782ef,2
640,282b709b-1d2a-40a8-848d-e391589f5c2b,2
651,2281edd2-81bd-4912-a9fe-63c412e731f1,3
657,aa0f3c4a-21bd-4d8b-bf7e-1209560db28d,3
659,d9ef19ac-b597-4325-aeec-401b83789a00,3
695,337a7355-1bbf-44fd-a536-8c9864df97c7,3
698,123db548-a1b6-4f72-bd3d-1f4b985282ea,1
709,8f1271c7-0089-4744-8718-0c6ba0648c6d,3
710,f59ad5ec-64ae-4fa3-943e-bcf9d0c4adac,2
727,93357e9a-1fd4-4c27-9582-64a968b510d6,3
729,12d32be2-a486-4e50-9728-d8d531e74596,3
730,1cdeba4f-48fd-4367-8f29-605dc42e2644,2
736,675c3c7a-9647-42b2-b2c9-40614fb190d4,3
740,7cf3fdbc-cc06-41c6-8f92-07732f8d1df3,1
754,116aaa3d-e668-46cd-97e8-39c1f3100566,1
764,3d098eab-0000-4be1-b154-b5c3c0dbfbce,3
770,dd7860df-627d-4295-8150-5ecb5b441e48,3
774,90b0d287-fc04-41f3-a69b-ddf224d9face,3
776,f532fb72-bc43-4515-ab8e-c7ac49be47f4,1
807,55e4a05b-bddf-4bc2-9b13-7fce795f85f1,3
809,ae624b21-9e8c-433f-acda-3b5f5752136c,1
810,ae624b21-9e8c-433f-acda-3b5f5752136c,2
812,8ae058fe-8d27-42d7-81df-11b9513a879a,1
825,65827bc1-5377-497f-9353-08375cadd342,3
832,b0c81939-55e5-4d30-aeaf-f8d0a63fed16,3
835,f3d424d2-bb22-448c-a430-7cd8dbc936f6,2
847,8f6e9d71-4747-4e18-80f5-001b5e99343f,1
856,0f0f0e84-b09a-468c-8e56-eeaee402239b,1
860,e1978c3d-05c6-484e-989e-13bee33c727b,3
864,9cc6f27d-a92c-4c65-89fd-40b22ddaca13,3
875,a1a41038-ab37-49a6-9656-fe49e95299ec,2
878,26379bd0-c9be-4d76-a995-5cfd4ca49d75,1
884,cfbda441-ff0a-4cc4-9049-8f6c267410ce,2
889,2621a346-fe61-49b8-8cd1-1c0483c40aba,3
890,5fa4b0df-8be2-401a-8b82-c4a304e1d227,3
894,09f9b894-d4e5-4de0-8cec-9ce49b0487a0,3
897,52aeeb65-6cc7-49d0-83ab-9035f952f301,3
905,7eeb7d4a-7b97-4b51-ab53-4fcc2cb92b8f,1
908,80ec1c2e-b3bb-4281-b939-254e9e1de7bc,1
913,724b7178-92fb-456d-9330-b1012b34cff4,3
920,867608e2-becf-4897-b15f-4bd25a0a075b,3
926,d2af1b85-1e55-4ef5-9340-a610a6b4d9a1,3
932,fe9be9c6-02d3-4c0f-9a74-c6dd460cede6,2
954,21c92900-5e35-4fbb-9e02-b55de813472e,1
955,21c92900-5e35-4fbb-9e02-b55de813472e,2
962,57da4823-46b7-413d-934d-852973686a91,1
963,57da4823-46b7-413d-934d-852973686a91,2
971,f668b6fa-6e22-44ba-8285-e4f8a12c9249,3
975,fb71bcb6-dbd4-4121-8575-f665f52af24c,1
990,e6493f10-d5c9-4e05-9254-dfaaee595388,1
1001,13e6569f-6c2c-4798-8217-2eb15bbe5f67,1
1028,a0b3dd58-0ce9-4bd8-9391-92385cb20581,2
1036,3f993305-0a92-414f-b988-df13aaed9b05,3
1045,5d31847a-8d39-4525-9b67-5ec6e7f7361f,1
1053,d2b792ee-a17f-4491-a92c-57aa7dfd93d5,3
1056,736a8885-071d-409e-90aa-e82ed863b29b,3
1057,195aefcd-9fe7-469e-8211-3d2a49d3c95f,3
6729,23061025-5639-4a1c-b4fd-18d5681073fc,3
1075,3534bb06-81bc-46af-b7a4-4008c1452ded,2
1083,583960b0-37e1-4764-b960-ed66d66339f7,3
1085,a802e437-b8c2-4b00-9ce7-bceb2ef20fea,2
1086,a802e437-b8c2-4b00-9ce7-bceb2ef20fea,3
1097,3cfb1daf-d13e-463f-806d-140cf8aa6712,3
1111,b812230b-d212-45df-8e97-d1abe7b35b6c,3
1114,bbe7e22e-3781-4c99-9b41-aee7befb98fa,3
1133,ebccffc2-3b14-46a4-bdf2-228788697c1c,3
1136,e2bb8fbf-4806-48c3-a779-904d692211e5,1
1167,55da397f-31f9-492c-bd7a-6cd99dd51aba,3
1170,6a093c14-ca36-4458-baf8-55bfad406299,1
1175,62d97944-d74e-4fc5-bc5e-b48aceacd3a4,3
1178,b6a9466f-52fc-4c5d-ba20-c8b2d39a0640,1
1189,a9344b92-fd2d-427f-8e1a-6f5fbeefb780,3
2431,d340f555-8551-41a2-9b1b-30bd2db58125,1
1201,733a5cdb-c4af-400f-938b-6049a35c6ca7,3
1202,ae67efa4-b6a4-4d15-8e29-37bedeccd565,1
1203,ae67efa4-b6a4-4d15-8e29-37bedeccd565,3
1206,aa05d4ee-196d-4792-9c7e-52b62c4c489a,3
2433,c9597bf6-d333-4022-9a6d-d6d1a08d2b8d,1
1227,eaaa2d40-4a78-4499-8254-9614f683143b,1
1228,eaaa2d40-4a78-4499-8254-9614f683143b,2
1251,facafecd-43bb-48fc-bca6-eb86dfe63d60,3
1253,daf2a499-b59d-4f08-8783-c090063d3afd,2
1279,8f4e84bf-e74c-497f-b4ce-5c8593c717cf,2
1285,0dd07bce-a7a1-40fd-bba3-927373d9ea30,3
1290,dd0c9edb-2e5f-4520-beb2-2f670db2e39b,2
1297,d8a65210-2e80-4722-9706-042581d2732c,1
1306,5f2f6ce4-5600-4f61-8db2-362e1cbf9880,3
1310,0c1ae113-6636-496d-834c-aa163146593f,3
1313,b2e1715a-fdbf-4d84-a5c7-eb904591e9c1,3
1321,fcc1488e-0cbc-4a0f-b8d4-3a72bdab54d4,2
1326,de6c3001-da90-49b0-833b-242f5cea269b,3
1330,d7b4bf9f-8d28-44d9-a960-e5460eb7e06d,3
1335,e356ee65-bed5-4bd4-8a17-ecf1a464c0c8,2
1350,556a1cc0-6b1d-429b-93a1-5324948a788d,3
1353,ff3ee5eb-5605-45dd-ae9f-fa78cb28f08a,2
1361,9ee2c94f-4a64-4371-a6a4-5fb7b082980c,3
1363,0d434c49-e4ef-4128-a6dc-fa868e55d544,3
1364,264cacaa-4b1b-4dd7-8936-78ecad9a0a07,1
9,dcad78a5-a628-4a1a-a9f4-f06c06dd549f,2
40,994a73f1-d5ce-421a-9602-90c0132ca07b,1
54,ffc1f63a-330b-4669-b496-7d1c50d1ae67,1
57,27ae667a-b931-4ba6-a161-d73f7d0c6de7,3
59,e327b6ee-3350-45e6-9bd4-32b0372e2fad,3
63,831b9a4d-47e8-4f84-a6b7-32c76ef75689,1
67,d068ee46-8ac6-4599-a13f-1c954c718612,3
73,0dac47d1-5301-45f9-91e8-c90251185695,1
95,93f3adc5-aeab-4232-9734-6715d9e548d1,3
114,d4cba695-f59f-40c4-961a-01d26633c6a7,1
116,78deab5f-a404-402b-ab02-aeb78e58965b,1
129,e4562df9-ed88-4a23-bfb5-a623b4c1449f,2
132,7d5f11f6-a894-4fa0-abc6-e050a71fae28,1
146,14207665-d8aa-4bb9-ba9e-1681d2c62631,1
150,e2e74a89-ee9d-402e-9403-2283dba397a6,3
155,feb5c3c4-2ad2-43a9-b3e5-49a455f30897,3
162,47d21ba2-859b-42c1-b558-e6e6d2059edf,3
163,1868383d-bc53-4886-a8b3-12217258e9e0,1
176,044bc623-d7f5-4793-865f-96df8b8d80a4,1
177,044bc623-d7f5-4793-865f-96df8b8d80a4,2
180,936e4033-2ef7-4157-bb30-cb8c8316452e,3
182,98e9a4c5-a307-4773-b31d-0eff24a9e595,3
196,f5918592-4110-4c31-adac-96ece873257c,2
231,53d1094f-d6af-4bf5-9961-06ea512fbfdd,1
234,ecfe93c0-4f69-44cb-a6d5-589231757452,1
239,a553cd6b-5436-4811-80fb-1bbaf3b88112,1
253,9aab7020-5303-45c8-a920-71108e05927a,1
265,823db0c9-ba71-412e-8879-242cd4c5a5f7,3
267,467c6ac5-6091-427f-9a6c-c2475f24142d,3
271,09c8bd1e-e74b-47a8-bec7-2acf63fb92ae,1
293,ff4c2dc3-e882-4e32-870e-f29db98b5c29,3
295,af97d795-5435-4604-b504-9d0aa7d94ad4,2
313,76643543-f676-4adc-bcff-40831ee583ad,3
315,23061af0-d40b-4cf9-a349-856e076b9f9b,3
317,dacf7eed-b36f-47a3-aa1d-47233e7c3de5,2
318,dacf7eed-b36f-47a3-aa1d-47233e7c3de5,3
327,485aea69-beb7-4a4d-9c11-5f6121beaab2,2
331,3435e0af-6287-4009-b691-ee0be4afcc19,3
333,8062c202-f6c5-4832-8cba-8184b1a5caaf,3
334,4823e10f-7de1-4ec5-8446-29b67c69d28e,2
343,5cfd692a-59bc-472e-bd8f-613f5cfdfd6c,3
349,9bf5e013-af37-4e06-b4ed-14bece9061c0,3
357,ff961bec-0c49-478f-a70c-4fcbb9b1bd66,2
373,84bbef6a-6167-4f3a-a6a9-209c65d53a22,3
377,b58e61a4-6378-47dc-a622-e04b97201b3d,3
386,5e00e646-697f-4268-849b-ad3f4657d03b,3
387,6938943d-04a0-4fc0-9c9a-ccf814acd8d1,3
388,77f857ea-b02d-4cc7-b92d-26b1d3167e08,3
390,9bc7b017-b924-4daf-b762-8aac938188b9,3
397,a3611cb7-8086-4870-a119-a926ef18bebf,1
401,a64bdcef-8ac7-4172-aaae-88d94fdf5e02,3
402,49250f1e-ef53-4e0e-bd5b-844e6312fd51,1
403,49250f1e-ef53-4e0e-bd5b-844e6312fd51,2
406,8d79b5df-bd20-4c2d-af3b-83b689e2bc04,3
414,8e2b5ddc-6b97-4d03-959b-0a8d937846bb,2
2425,546a8c9f-ef0f-430e-a8ce-837ece93905d,3
440,53551221-f953-435b-a59a-9353d389de60,2
441,53551221-f953-435b-a59a-9353d389de60,3
448,49f3d206-773e-4943-92f3-6853f4835429,1
473,844226e1-b279-4ee6-99cf-a51f802c1d01,1
507,c5a4000c-66b0-4572-a552-158f34ff4d4e,1
512,6bbb80f6-0b51-408a-a9d8-0aad7245fa75,1
514,03c0d2b8-f1ec-47de-9f5e-f1c0d2734f37,3
2422,80f8151e-3db1-47c1-b830-fd4c519f6782,3
525,e93acc53-2826-4f75-8432-a2c3ef613f8a,3
537,5c692196-1f33-4c2d-b704-42f11b89688e,3
538,edcb21e7-6b7b-456c-aaae-72b6f944678f,1
542,ae388be9-673d-4a32-b465-656299a6fe86,3
547,ae650936-0a68-439e-b9c0-e9d33a1cfbf1,3
2430,5601781c-d657-4a1e-955e-fd10976b9c93,3
2442,378d52ff-a569-48c8-b438-5dc2594f54e9,2
573,658e7546-3632-40d0-b3f9-a2c9d2424871,3
581,00c45a16-cf22-452f-82de-0ecfcce5ced0,1
588,460419ad-8cca-4359-bd29-fae210628fa6,1
591,cdb16290-93a8-49a2-ba42-04978935251e,3
597,b311eb67-e9df-4ba9-a002-c9d9df2b9bb6,3
600,5765951b-f64b-4981-a427-b8ab665dd5e7,2
611,0c6ee981-bf18-4d55-9de2-65fde3fc6def,3
614,22e17b67-6f6d-452f-ac84-d3aebcc7e27b,1
622,af4ca24a-5b9f-4add-ac97-8b809d78a279,2
626,96f00a11-b31c-4250-85b0-85d6948434ae,3
629,21ecf793-1446-47ce-b09f-3b4becb1bce2,3
632,3be8ae74-51c0-49dc-aa23-9daf7b5de2d0,1
646,f9983ced-b73a-4ba1-94c4-849715180c2f,3
647,d9b0b1f1-13f0-4763-9b4c-45dca824014e,3
648,77c7249f-aa83-40fb-b517-fa23ab0c82fa,3
662,f24ce9d7-bfd1-4e79-b18e-d730fe01cc6b,3
673,ed1e941a-0860-45e5-939f-855c4400f4cc,3
675,e59ccbd5-0d2f-4f39-9f9f-2d5d832eb8a5,3
682,f809428f-058e-445a-943b-6f0e589e5861,3
683,7f89f3aa-df06-4d1f-9812-dcdc6bfae4f9,3
717,fe14a1b6-5104-4312-9bb4-22260bba0786,3
725,93357e9a-1fd4-4c27-9582-64a968b510d6,1
735,ad4225b2-2c0a-4868-9706-ed4577aac27c,3
768,47f14fb2-1636-49bc-b9b6-96d1575838df,3
777,f532fb72-bc43-4515-ab8e-c7ac49be47f4,2
780,73e5aa24-2f37-4106-aa1e-d67f0c21fe3b,3
786,a131d14c-383c-462b-bfb7-546af5638fad,3
796,86b3632c-127e-44e4-95bf-e735fb578a2e,2
798,339d0b0d-8901-4bb5-ab24-f60119a273b9,1
799,339d0b0d-8901-4bb5-ab24-f60119a273b9,2
800,339d0b0d-8901-4bb5-ab24-f60119a273b9,3
803,828e9faa-624f-4501-be94-1e84dea73d3d,3
827,2dd9f383-a10d-4fa8-8343-2ce5cdff1b4b,2
